,author,title,resolution_type,resolution_criteria,fine_print,description,publish_time,close_time,resolve_time
,johnnycaffeine,"Will Tesla's stock price be at least $340 a share on December 31, 2024?",,"This question resolves as **Yes** if according to [Yahoo Finance](https://finance.yahoo.com/quote/TSLA/history/) the listed ""Close"" price for Tesla, Inc., is greater than or equal to $340.00 for December 31, 2024.",No other resolution source will be considered. Forward or reverse stock splits will be immaterial for this question.,"As of the close of trading on November 20, 2024, Tesla traded at $342.03
 per share. At the time of this question, Tesla has experienced a post-election rally as its CEO, Elon Musk, is reported to be working in an advisory role for President-Elect Donald Trump.",12/6/24,12/7/24,1/1/25
,johnnycaffeine,"Will Tesla's stock price be under $420 a share on December 31, 2024?",,"This question resolves as **No** if according to [Yahoo Finance](https://finance.yahoo.com/quote/TSLA/history/) the listed ""Close"" price for Tesla, Inc., is greater than or equal to $420.00 for December 31, 2024. If it is under that price, this question resolves as **Yes**.",No other resolution source will be considered. Forward or reverse stock splits will be immaterial for this question.,"As of the close of trading on November 20, 2024, Tesla traded at $342.03
 per share. At the time of this question, Tesla has experienced a post-election rally as its CEO, Elon Musk, is reported to be working in an advisory role for President-Elect Donald Trump.",12/6/24,12/7/24,1/1/25
https://www.metaculus.com/questions/30709/,skmmcj,"Will the closing price of CAC 40 be greater than 7,400 on December 31, 2024?",,"This question will resolve as Yes if the close price of the CAC 40 for December 31, 2024 according to [Yahoo Finance](https://finance.yahoo.com/quote/%5EFCHI/history/) is >7,400.",.p,.p,12/6/24,12/7/24,1/1/25
https://www.metaculus.com/questions/30709/,skmmcj,"Will the closing price of CAC 40 be less than or equal to 7,400 and greater than or equal to 7,200 on December 31, 2024?",,"This question will resolve as Yes if the close price of the CAC 40 for December 31, 2024 according to [Yahoo Finance](https://finance.yahoo.com/quote/%5EFCHI/history/) is less than or equal to 7,400 and greater than or equal to 7,200. ",.p,.p,12/6/24,12/7/24,1/1/25
https://www.metaculus.com/questions/30709/,skmmcj,"Will the closing price of CAC 40 be less than 7,200 on December 31, 2024?",,"This question will resolve as Yes if the close price of the CAC 40 for December 31, 2024 according to [Yahoo Finance](https://finance.yahoo.com/quote/%5EFCHI/history/) is <7,400.",.p,.p,12/6/24,12/7/24,1/1/25
https://www.metaculus.com/questions/30708/new-french-pm-before-jan-1-2025/,skmmcj,"Will France have a new Prime Minister before January 1, 2025?",,.p,.p,.p,12/6/24,12/7/24,1/1/25
https://www.metaculus.com/questions/30651/will-musk-double-the-wealth-of-2nd-richest-before-2026/,Tom_Metaculus,Will Elon Musk have double the wealth of the second richest person on any day before 2025?,,"This question will resolve as **Yes** if, for any single day after December 3, 2024 and before January 1, 2025, Elon Musk's net worth is equal to at least double the second richest person in the world, according to [Bloomberg's Billionaires Index](https://www.bloomberg.com/billionaires/).",.p,.p,12/6/24,12/7/24,1/1/25
,johnnycaffeine,"Will Gannett Co. file for bankruptcy before January 1, 2025?",,"This question will resolve as **Yes** if Gannett Co., Inc., files any petition for bankruptcy protection in the United States, under any chapter of the United States Bankruptcy Code, before January 1, 2025. The question will resolves on the filing of such a petition, not on whether any bankruptcy protection is granted by a court. If no such petition is filed by that date, this question will resolve as **No**.",,"Gannett is the largest owner of newspaper in the US, as measured by daily and Sunday circulation. Like other newspapers, it has faced years of declining revenues and in September 2024 [announced](https://investors.gannett.com/news/news-details/2024/Gannett-Announces-Debt-Repayment--Refinancing-Update/default.aspx) asset sales to help it manage some of its senior debt.",12/9/24,12/10/24,1/1/25
,johnnycaffeine,Will Tesla increase its deliveries in Q4 2024 compared with Q3 2024? ,,"This question resolves as **Yes** if Tesla reports greater than 462,890 vehicles delivered for the fourth quarter of 2024. If it reports deliveries of 462,890 vehicles or fewer, this question resolves as **No**.","Resolves based on reporting from Tesla's Investor Relations site. Generally Tesla reports deliveries two days after the quarter's end, which means the report is expected January 2, 2025. If Tesla does not report these numbers before January 6, 2025, this question will be annulled.","In Q3 2024, Tesla delivered 462,890 vehicles. In Q2 2024, Tesla delivered 443,956 vehicles. Since the beginning of 2023, Tesla's deliveries were as follows: 422,875 in Q1 2023, 466,140 in Q2 2023, 435,059 in Q3 2023, 484,507 in Q4 2023, 386,810 in Q1 2024, and 443,956 in Q2 2024.",12/9/24,12/10/24,1/2/25
https://www.metaculus.com/questions/16014/ai-unauthorized-access-before-2033/,johnnycaffeine,"Will an AI system be reported to have independently gained unauthorized access to another computer system before 2025?

",,"This question will resolve as **Yes** if before January 1st, 2025 a credible source reports an AI has gained unauthorized access to a computer system in a way that meets the following criteria:

• The AI was not trained to or directed to gain access to the system in question by any actor. See additional clarifications in footnotes (1, 2, 3) in the fine print.

• The system it gained access to was not open to the public, and the AI was not given any relevant credentials in advance.

If the above points are not confirmed by the source (for instance, the article author is unsure if there was a human directing the AI), this does **not** resolve as **Yes** until some credible source gives high confidence in these factors.

The unauthorized access could be to user level accounts, admin level accounts, data stores, or any other reasonable interpretation of a computer system with restricted access. Any of these types of access is sufficient to resolve as **Yes** if all above conditions hold. Additionally, the source does not have to use the exact terms ‘independent’, ‘unauthorized access’, ‘AI’ or ‘computer system’ if the meaning is there.

As an example, imagine a credible source reports that an ML algorithm directed and / or trained to target certain people on social media and convince them to vote for Party X, decided on its own to hack into their Facebook user accounts so it could use their personal data to create a more convincing argument. This would resolve as **Yes**.",.p,.p,12/9/24,12/10/24,1/1/25
https://www.metaculus.com/questions/4862/will-climeworks-still-exist-in-2030/,johnnycaffeine,"Will Climeworks still exist on December 31, 2024?
",,">Stripe, a financial-services company, [committed last year](https://stripe.com/blog/negative-emissions-commitment) to spending at least $1M/year on negative emissions and carbon storage technologies, at any price, with the aim of helping these technologies develop.

>They recently wrote up [a summary](https://stripe.com/blog/first-negative-emissions-purchases) of their first set of these purchases.

>This miniseries aims to predict the success of the companies that Stripe chose.

Stripe has purchased 322.5 tons of negative emissions from Climeworks at $775 per ton.

[Climeworks](https://www.climeworks.com/) uses renewable geothermal energy and waste heat to capture CO2 directly from the air, concentrate it, and permanently sequester it underground in basaltic rock formations with Carbfix. Their own price target in the long-term is $100-$200 per ton.

**This question asks:**
> On December 31, 2024, will Climeworks still be selling negative emissions using broadly similar technology to their 2020 approach?

This question resolves positive if [this](https://www.metaculus.com/questions/4857/what-will-be-the-cost-of-negative-emissions-sold-by-climeworks-in-2030/) question has an unambiguous resolution. Otherwise, it resolves negative.",.p,.p,12/9/24,12/10/24,12/31/24
